Airline,Airline_ID,Source_Airport,Source_Airport_ID,Destination_Airport,Destination_Airport_ID,Codeshare,Stops,Equipment,Source_Airport_Name,Source_City,Source_Country,Source_Latitude,Source_Longitude,Destination_Airport_Name,Destination_City,Destination_Country,Destination_Latitude,Destination_Longitude,Route,Route_Type
6E,2850.0,DEL,3093.0,IXR,3063.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Indira Gandhi International Airport → Birsa Munda Airport,Domestic
6E,2850.0,DEL,3093.0,KTM,3125.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Tribhuvan International Airport,Kathmandu,Nepal,27.6966,85.3591,Indira Gandhi International Airport → Tribhuvan International Airport,International
6E,2850.0,DEL,3093.0,LKO,3105.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Indira Gandhi International Airport → Chaudhary Charan Singh International Airport,Domestic
6E,2850.0,DEL,3093.0,MAA,3144.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Indira Gandhi International Airport → Chennai International Airport,Domestic
6E,2850.0,DEL,3093.0,NAG,3015.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Indira Gandhi International Airport → Dr. Babasaheb Ambedkar International Airport,Domestic
6E,2850.0,DEL,3093.0,PAT,3061.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Indira Gandhi International Airport → Lok Nayak Jayaprakash Airport,Domestic
6E,2850.0,DEL,3093.0,PNQ,3017.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Indira Gandhi International Airport → Pune Airport,Domestic
6E,2850.0,DEL,3093.0,RPR,3020.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Raipur Airport,Raipur,India,21.180401,81.7388,Indira Gandhi International Airport → Raipur Airport,Domestic
6E,2850.0,DEL,3093.0,SXR,3112.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Sheikh ul Alam Airport,Srinagar,India,33.987098693847656,74.77420043945312,Indira Gandhi International Airport → Sheikh ul Alam Airport,Domestic
6E,2850.0,DEL,3093.0,VNS,3084.0,,0,320,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Lal Bahadur Shastri Airport,Varanasi,India,25.4524002075,82.8592987061,Indira Gandhi International Airport → Lal Bahadur Shastri Airport,Domestic
6E,2850.0,DIB,3057.0,CCU,3043.0,,0,320,Dibrugarh Airport,Mohanbari,India,27.4839000702,95.0168991089,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Dibrugarh Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,DIB,3057.0,GAU,6173.0,,0,320,Dibrugarh Airport,Mohanbari,India,27.4839000702,95.0168991089,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Dibrugarh Airport → Lokpriya Gopinath Bordoloi International Airport,Domestic
6E,2850.0,DXB,2188.0,BOM,2997.0,,0,320,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Dubai International Airport → Chhatrapati Shivaji International Airport,International
6E,2850.0,DXB,2188.0,COK,3136.0,,0,320,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Cochin International Airport,Kochi,India,10.152,76.401901,Dubai International Airport → Cochin International Airport,International
6E,2850.0,DXB,2188.0,DEL,3093.0,,0,320,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Dubai International Airport → Indira Gandhi International Airport,International
6E,2850.0,DXB,2188.0,MAA,3144.0,,0,320,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Dubai International Airport → Chennai International Airport,International
6E,2850.0,DXB,2188.0,TRV,3153.0,,0,320,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Dubai International Airport → Trivandrum International Airport,International
6E,2850.0,GAU,6173.0,BLR,3131.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Lokpriya Gopinath Bordoloi International Airport → Kempegowda International Airport,Domestic
6E,2850.0,GAU,6173.0,BOM,2997.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Lokpriya Gopinath Bordoloi International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,GAU,6173.0,CCU,3043.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Lokpriya Gopinath Bordoloi International Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,GAU,6173.0,DEL,3093.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Lokpriya Gopinath Bordoloi International Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,GAU,6173.0,IMF,3050.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Imphal Airport,Imphal,India,24.7600002289,93.896697998,Lokpriya Gopinath Bordoloi International Airport → Imphal Airport,Domestic
6E,2850.0,GAU,6173.0,IXA,3038.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Agartala Airport,Agartala,India,23.8869991302,91.2404022217,Lokpriya Gopinath Bordoloi International Airport → Agartala Airport,Domestic
6E,2850.0,GAU,6173.0,IXB,3040.0,,0,320,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Bagdogra Airport,Baghdogra,India,26.68120002746582,88.32859802246094,Lokpriya Gopinath Bordoloi International Airport → Bagdogra Airport,Domestic
6E,2850.0,GOI,3007.0,AMD,2994.0,,0,320,Dabolim Airport,Goa,India,15.3808002472,73.8313980103,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.0771999359,72.63469696039999,Dabolim Airport → Sardar Vallabhbhai Patel International Airport,Domestic
6E,2850.0,GOI,3007.0,BLR,3131.0,,0,320,Dabolim Airport,Goa,India,15.3808002472,73.8313980103,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Dabolim Airport → Kempegowda International Airport,Domestic
6E,2850.0,GOI,3007.0,BOM,2997.0,,0,320,Dabolim Airport,Goa,India,15.3808002472,73.8313980103,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Dabolim Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,GOI,3007.0,DEL,3093.0,,0,320,Dabolim Airport,Goa,India,15.3808002472,73.8313980103,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Dabolim Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,IDR,3008.0,BOM,2997.0,,0,320,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Devi Ahilyabai Holkar Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,IDR,3008.0,DEL,3093.0,,0,320,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Devi Ahilyabai Holkar Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,IDR,3008.0,NAG,3015.0,,0,320,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Devi Ahilyabai Holkar Airport → Dr. Babasaheb Ambedkar International Airport,Domestic
6E,2850.0,IDR,3008.0,RPR,3020.0,,0,320,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Raipur Airport,Raipur,India,21.180401,81.7388,Devi Ahilyabai Holkar Airport → Raipur Airport,Domestic
6E,2850.0,IMF,3050.0,CCU,3043.0,,0,320,Imphal Airport,Imphal,India,24.7600002289,93.896697998,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Imphal Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,IMF,3050.0,GAU,6173.0,,0,320,Imphal Airport,Imphal,India,24.7600002289,93.896697998,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Imphal Airport → Lokpriya Gopinath Bordoloi International Airport,Domestic
6E,2850.0,IMF,3050.0,IXA,3038.0,,0,320,Imphal Airport,Imphal,India,24.7600002289,93.896697998,Agartala Airport,Agartala,India,23.8869991302,91.2404022217,Imphal Airport → Agartala Airport,Domestic
6E,2850.0,IXA,3038.0,CCU,3043.0,,0,320,Agartala Airport,Agartala,India,23.8869991302,91.2404022217,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Agartala Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,IXA,3038.0,GAU,6173.0,,0,320,Agartala Airport,Agartala,India,23.8869991302,91.2404022217,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Agartala Airport → Lokpriya Gopinath Bordoloi International Airport,Domestic
6E,2850.0,IXA,3038.0,IMF,3050.0,,0,320,Agartala Airport,Agartala,India,23.8869991302,91.2404022217,Imphal Airport,Imphal,India,24.7600002289,93.896697998,Agartala Airport → Imphal Airport,Domestic
6E,2850.0,IXB,3040.0,CCU,3043.0,,0,320,Bagdogra Airport,Baghdogra,India,26.68120002746582,88.32859802246094,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Bagdogra Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,IXB,3040.0,DEL,3093.0,,0,320,Bagdogra Airport,Baghdogra,India,26.68120002746582,88.32859802246094,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Bagdogra Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,IXB,3040.0,GAU,6173.0,,0,320,Bagdogra Airport,Baghdogra,India,26.68120002746582,88.32859802246094,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734,Bagdogra Airport → Lokpriya Gopinath Bordoloi International Airport,Domestic
6E,2850.0,IXC,3089.0,BOM,2997.0,,0,320,Chandigarh Airport,Chandigarh,India,30.67350006103516,76.78849792480469,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Chandigarh Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,IXJ,3100.0,DEL,3093.0,,0,320,Jammu Airport,Jammu,India,32.6890983582,74.8374023438,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Jammu Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,IXJ,3100.0,SXR,3112.0,,0,320,Jammu Airport,Jammu,India,32.6890983582,74.8374023438,Sheikh ul Alam Airport,Srinagar,India,33.987098693847656,74.77420043945312,Jammu Airport → Sheikh ul Alam Airport,Domestic
6E,2850.0,IXR,3063.0,BOM,2997.0,,0,320,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Birsa Munda Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,IXR,3063.0,CCU,3043.0,,0,320,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Birsa Munda Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,IXR,3063.0,DEL,3093.0,,0,320,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Birsa Munda Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,IXR,3063.0,PAT,3061.0,,0,320,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Birsa Munda Airport → Lok Nayak Jayaprakash Airport,Domestic
6E,2850.0,JAI,3098.0,AMD,2994.0,,0,320,Jaipur International Airport,Jaipur,India,26.8242,75.812202,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.0771999359,72.63469696039999,Jaipur International Airport → Sardar Vallabhbhai Patel International Airport,Domestic
6E,2850.0,JAI,3098.0,BLR,3131.0,,0,320,Jaipur International Airport,Jaipur,India,26.8242,75.812202,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Jaipur International Airport → Kempegowda International Airport,Domestic
6E,2850.0,JAI,3098.0,BOM,2997.0,,0,320,Jaipur International Airport,Jaipur,India,26.8242,75.812202,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Jaipur International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,JAI,3098.0,CCU,3043.0,,0,320,Jaipur International Airport,Jaipur,India,26.8242,75.812202,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Jaipur International Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,KTM,3125.0,DEL,3093.0,,0,320,Tribhuvan International Airport,Kathmandu,Nepal,27.6966,85.3591,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Tribhuvan International Airport → Indira Gandhi International Airport,International
6E,2850.0,LKO,3105.0,BLR,3131.0,,0,320,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Chaudhary Charan Singh International Airport → Kempegowda International Airport,Domestic
6E,2850.0,LKO,3105.0,BOM,2997.0,,0,320,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Chaudhary Charan Singh International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,LKO,3105.0,DEL,3093.0,,0,320,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Chaudhary Charan Singh International Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,LKO,3105.0,PAT,3061.0,,0,320,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Chaudhary Charan Singh International Airport → Lok Nayak Jayaprakash Airport,Domestic
6E,2850.0,MAA,3144.0,AMD,2994.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.0771999359,72.63469696039999,Chennai International Airport → Sardar Vallabhbhai Patel International Airport,Domestic
6E,2850.0,MAA,3144.0,BLR,3131.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Chennai International Airport → Kempegowda International Airport,Domestic
6E,2850.0,MAA,3144.0,BOM,2997.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Chennai International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,MAA,3144.0,CCU,3043.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Chennai International Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,MAA,3144.0,CJB,3135.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Coimbatore International Airport,Coimbatore,India,11.029999733,77.0434036255,Chennai International Airport → Coimbatore International Airport,Domestic
6E,2850.0,MAA,3144.0,COK,3136.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Cochin International Airport,Kochi,India,10.152,76.401901,Chennai International Airport → Cochin International Airport,Domestic
6E,2850.0,MAA,3144.0,DEL,3093.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Chennai International Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,MAA,3144.0,DXB,2188.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Chennai International Airport → Dubai International Airport,International
6E,2850.0,MAA,3144.0,PNQ,3017.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Chennai International Airport → Pune Airport,Domestic
6E,2850.0,MAA,3144.0,SIN,3316.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,Chennai International Airport → Singapore Changi Airport,International
6E,2850.0,MAA,3144.0,TRV,3153.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Chennai International Airport → Trivandrum International Airport,Domestic
6E,2850.0,MAA,3144.0,VTZ,3066.0,,0,320,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Vishakhapatnam Airport,Vishakhapatnam,India,17.721200943,83.2245025635,Chennai International Airport → Vishakhapatnam Airport,Domestic
6E,2850.0,MCT,2194.0,BOM,2997.0,,0,320,Muscat International Airport,Muscat,Oman,23.593299865722656,58.284400939941406,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Muscat International Airport → Chhatrapati Shivaji International Airport,International
6E,2850.0,NAG,3015.0,BLR,3131.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Dr. Babasaheb Ambedkar International Airport → Kempegowda International Airport,Domestic
6E,2850.0,NAG,3015.0,BOM,2997.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Dr. Babasaheb Ambedkar International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,NAG,3015.0,CCU,3043.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Dr. Babasaheb Ambedkar International Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,NAG,3015.0,DEL,3093.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Dr. Babasaheb Ambedkar International Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,NAG,3015.0,IDR,3008.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Dr. Babasaheb Ambedkar International Airport → Devi Ahilyabai Holkar Airport,Domestic
6E,2850.0,NAG,3015.0,PNQ,3017.0,,0,320,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Dr. Babasaheb Ambedkar International Airport → Pune Airport,Domestic
6E,2850.0,PAT,3061.0,CCU,3043.0,,0,320,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Lok Nayak Jayaprakash Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,PAT,3061.0,DEL,3093.0,,0,320,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Lok Nayak Jayaprakash Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,PAT,3061.0,IXR,3063.0,,0,320,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498,Lok Nayak Jayaprakash Airport → Birsa Munda Airport,Domestic
6E,2850.0,PAT,3061.0,LKO,3105.0,,0,320,Lok Nayak Jayaprakash Airport,Patina,India,25.591299057,85.0879974365,Chaudhary Charan Singh International Airport,Lucknow,India,26.7605991364,80.8892974854,Lok Nayak Jayaprakash Airport → Chaudhary Charan Singh International Airport,Domestic
6E,2850.0,PNQ,3017.0,AMD,2994.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.0771999359,72.63469696039999,Pune Airport → Sardar Vallabhbhai Patel International Airport,Domestic
6E,2850.0,PNQ,3017.0,BLR,3131.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Pune Airport → Kempegowda International Airport,Domestic
6E,2850.0,PNQ,3017.0,CCU,3043.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Pune Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,PNQ,3017.0,DEL,3093.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Pune Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,PNQ,3017.0,MAA,3144.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Pune Airport → Chennai International Airport,Domestic
6E,2850.0,PNQ,3017.0,NAG,3015.0,,0,320,Pune Airport,Pune,India,18.58209991455078,73.9197006225586,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199325561523,79.04720306396484,Pune Airport → Dr. Babasaheb Ambedkar International Airport,Domestic
6E,2850.0,RPR,3020.0,CCU,3043.0,,0,320,Raipur Airport,Raipur,India,21.180401,81.7388,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.654699325561523,88.44670104980469,Raipur Airport → Netaji Subhash Chandra Bose International Airport,Domestic
6E,2850.0,RPR,3020.0,DEL,3093.0,,0,320,Raipur Airport,Raipur,India,21.180401,81.7388,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Raipur Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,RPR,3020.0,IDR,3008.0,,0,320,Raipur Airport,Raipur,India,21.180401,81.7388,Devi Ahilyabai Holkar Airport,Indore,India,22.7217998505,75.8011016846,Raipur Airport → Devi Ahilyabai Holkar Airport,Domestic
6E,2850.0,SIN,3316.0,MAA,3144.0,,0,320,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Singapore Changi Airport → Chennai International Airport,International
6E,2850.0,SXR,3112.0,BOM,2997.0,,0,320,Sheikh ul Alam Airport,Srinagar,India,33.987098693847656,74.77420043945312,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Sheikh ul Alam Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,SXR,3112.0,DEL,3093.0,,0,320,Sheikh ul Alam Airport,Srinagar,India,33.987098693847656,74.77420043945312,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Sheikh ul Alam Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,SXR,3112.0,IXJ,3100.0,,0,320,Sheikh ul Alam Airport,Srinagar,India,33.987098693847656,74.77420043945312,Jammu Airport,Jammu,India,32.6890983582,74.8374023438,Sheikh ul Alam Airport → Jammu Airport,Domestic
6E,2850.0,TRV,3153.0,BLR,3131.0,,0,320,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Trivandrum International Airport → Kempegowda International Airport,Domestic
6E,2850.0,TRV,3153.0,BOM,2997.0,,0,320,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337,Trivandrum International Airport → Chhatrapati Shivaji International Airport,Domestic
6E,2850.0,TRV,3153.0,COK,3136.0,,0,320,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Cochin International Airport,Kochi,India,10.152,76.401901,Trivandrum International Airport → Cochin International Airport,Domestic
6E,2850.0,TRV,3153.0,DXB,2188.0,,0,320,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,Trivandrum International Airport → Dubai International Airport,International
6E,2850.0,TRV,3153.0,MAA,3144.0,,0,320,Trivandrum International Airport,Trivandrum,India,8.48211956024,76.9200973511,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Trivandrum International Airport → Chennai International Airport,Domestic
6E,2850.0,VNS,3084.0,DEL,3093.0,,0,320,Lal Bahadur Shastri Airport,Varanasi,India,25.4524002075,82.8592987061,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Lal Bahadur Shastri Airport → Indira Gandhi International Airport,Domestic
6E,2850.0,VTZ,3066.0,BBI,3042.0,,0,320,Vishakhapatnam Airport,Vishakhapatnam,India,17.721200943,83.2245025635,Biju Patnaik Airport,Bhubaneswar,India,20.2444000244,85.8178024292,Vishakhapatnam Airport → Biju Patnaik Airport,Domestic
6E,2850.0,VTZ,3066.0,BLR,3131.0,,0,320,Vishakhapatnam Airport,Vishakhapatnam,India,17.721200943,83.2245025635,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,Vishakhapatnam Airport → Kempegowda International Airport,Domestic
6E,2850.0,VTZ,3066.0,MAA,3144.0,,0,320,Vishakhapatnam Airport,Vishakhapatnam,India,17.721200943,83.2245025635,Chennai International Airport,Madras,India,12.990005493164062,80.16929626464844,Vishakhapatnam Airport → Chennai International Airport,Domestic
